site,file_name,buf_crop_1992,buf_crop_2005,buf_past_1993,buf_past_2009,buf_HFP_1993,buf_HFP_2009,temp
35000557,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.25
35000583,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
35000640,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.25
36000001,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
36000001,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
36000010,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
36000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
36000051,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.05
36000051,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.05
36000056,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000056,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000100,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
36000119,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.95
36000140,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000140,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000143,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000148,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.95
36000184,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
36000196,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
36000196,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
36000217,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000218,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000249,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.15
36000251,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000259,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
36000332,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000416,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.05
36000445,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
36000523,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
37000011,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000011,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000077,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
37000078,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
37000078,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
37000078,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
37000078,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
37000080,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
37000081,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000085,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
37000085,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
37000085,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
37000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000159,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
37000160,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
37000161,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000457,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.55
37000457,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.55
37000457,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.55
37000522,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000522,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000523,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
37000560,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
37000589,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
38000028,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
38000028,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
38000064,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
38000065,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
38000066,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
38000066,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
38000067,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
38000067,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
38000067,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
38000068,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
38000069,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
38000069,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
38000071,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
38000073,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
38000076,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000076,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000076,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000077,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000077,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000098,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
38000098,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
38000098,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
38000099,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
38000100,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
38000100,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
38000102,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000102,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.65
38000103,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
38000107,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
38000258,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
38000271,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
38000292,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
38000309,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
38000386,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
38000509,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.95
38000567,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
38000699,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
38000702,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
38000735,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.65
38000815,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
39000006,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-9.15
39000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
39000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.55
39000013,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.85
39000017,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
39000017,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.75
40000020,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
40000020,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
40000022,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
40000022,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
40000023,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
40000023,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
40000032,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
40000032,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
40000074,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.05
40000182,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
40000245,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
40000264,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
40000529,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
41000016,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
41000016,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
41000016,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
41000068,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
41000069,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
41000069,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
41000069,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
41000069,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
41000081,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000082,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000085,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
41000085,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
41000085,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
41000086,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
41000087,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
41000087,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
41000116,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
41000116,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
41000117,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
41000118,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000119,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000119,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000120,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000120,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000163,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000163,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000163,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000246,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000258,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
41000264,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
41000278,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
41000282,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000291,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
41000342,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
41000342,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
41000343,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
41000343,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
41000357,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
41000376,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.35
41000376,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.35
41000376,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.35
41000572,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
41000582,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
42000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
42000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
42000036,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000036,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000084,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
42000084,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
42000086,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
42000086,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.45
42000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
42000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
42000091,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
42000091,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
42000095,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000095,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000095,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000096,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.65
42000096,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.65
42000105,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
42000122,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
42000122,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.95
42000266,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
42000334,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000334,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000398,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.35
42000503,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
42000528,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.15
42000533,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
42000568,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.85
42000570,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.55
42000614,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-8.25
42000660,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.75
43000008,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.35
43000008,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.35
43000010,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000010,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000011,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
43000011,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
43000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
43000012,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
43000013,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000013,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000015,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000015,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000019,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
43000019,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
43000019,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.45
43000021,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
43000021,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
43000026,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
43000026,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
43000121,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
43000180,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
43000200,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
43000207,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.25
43000217,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
43000231,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
43000264,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.65
43000438,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
44000001,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.65
44000001,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.65
44000021,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.85
44000021,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.85
44000033,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.55
44000036,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.15
44000037,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
44000037,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
44000038,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
44000038,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
44000075,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
44000075,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
44000243,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
44000264,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
44000307,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.75
44000336,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.75
44000570,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.75
45000001,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
45000003,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
45000003,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
45000005,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
45000005,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000088,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000089,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.15
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000090,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000092,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000092,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000096,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000096,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000097,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000098,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000098,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000105,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000105,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000109,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000109,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000110,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000110,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000110,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000111,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000111,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000112,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
45000117,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000117,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000117,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000121,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
45000121,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
45000172,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000172,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000173,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000173,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000174,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000174,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000174,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000174,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000174,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000174,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45000502,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000513,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.25
45000533,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000538,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.85
45000559,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.65
45000603,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
45000624,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45000637,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000637,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.05
45000710,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
45000862,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45000862,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45000889,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
45000889,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.95
45000946,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45001091,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45001096,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45001148,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-5.85
45001416,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
45001449,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
45001458,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
45001459,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
45001462,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
45001464,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
46000016,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.35
46000017,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
46000017,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.55
46000020,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
46000020,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
46000020,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
46000045,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
46000045,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.95
46000046,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
46000046,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.15
46000049,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
46000050,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
46000050,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.85
46000053,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
46000053,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.45
46000054,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
46000054,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
46000054,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.75
46000056,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-7.05
46000071,DK fish monitoring.xlsx,NA,NA,NA,NA,NA,NA,-6.15
